ID,ID V 4.0,ID SwissFIR,name D,synonyms D,name F,synonyms F,name I,synonyms I,name E,synonyms E,category D,category F,category I,category E,specific gravity,energy kJ,unit,matrix unit,value type,source,energy kcal,unit,matrix unit,value type,source,protein,unit,matrix unit,value type,source,alcohol,unit,matrix unit,value type,source,water,unit,matrix unit,value type,source,"carbohydrates, available",unit,matrix unit,value type,source,starch,unit,matrix unit,value type,source,sugars,unit,matrix unit,value type,source,dietary fibres,unit,matrix unit,value type,source,"fat, total",unit,matrix unit,value type,source,cholesterol,unit,matrix unit,value type,source,"fatty acids, monounsaturated",unit,matrix unit,value type,source,"fatty acids, saturated",unit,matrix unit,value type,source,"fatty acids, polyunsaturated",unit,matrix unit,value type,source,vitamin A activity,unit,matrix unit,value type,source,all-trans retinol equivalents,unit,matrix unit,value type,source,beta-carotene activity,unit,matrix unit,value type,source,beta-carotene,unit,matrix unit,value type,source,vitamin B1 (thiamine),unit,matrix unit,value type,source,vitamin B2 (riboflavin),unit,matrix unit,value type,source,vitamin B6 (pyridoxine),unit,matrix unit,value type,source,vitamin B12 (cobalamin),unit,matrix unit,value type,source,niacin,unit,matrix unit,value type,source,folate,unit,matrix unit,value type,source,pantothenic acid,unit,matrix unit,value type,source,vitamin C (ascorbic acid),unit,matrix unit,value type,source,vitamin D (calciferol),unit,matrix unit,value type,source,vitamin E activity,unit,matrix unit,value type,source,sodium (Na),unit,matrix unit,value type,source,potassium (K),unit,matrix unit,value type,source,chloride (Cl),unit,matrix unit,value type,source,calcium (Ca),unit,matrix unit,value type,source,magnesium (Mg),unit,matrix unit,value type,source,phosphorus (P),unit,matrix unit,value type,source,iron (Fe),unit,matrix unit,value type,source,iodide (I),unit,matrix unit,value type,source,zinc (Zn),unit,matrix unit,value type,source,record has changed
18,4754,812059,"Lamm, Racks, roh (Australien, Neuseeland)",,"Agneau, rack, crue (Australie, Nouvelle-Zélande)",,"Agnello, carré, crudo (Australia, Nuova Zelanda)",,"Lamb (sheep), racks, raw (Australia, New Zealand)",,"Fleisch und Innereien/Lamm, Schaf","Viande et abats/Agneau, mouton","Carne e frattaglie/Agnello, pecora","Meat and offal/Lamb, mutton",,660,kilojoule,per 100g edible portion,weighted,Computed value,160,kilocalorie,per 100g edible portion,weighted,Computed value,20.3,gram,per 100g edible portion,weighted,146,0,gram,per 100g edible portion,weighted,51,67.6,gram,per 100g edible portion,weighted,146,0,gram,per 100g edible portion,weighted,51,,,,,,0,gram,per 100g edible portion,weighted,51,0,gram,per 100g edible portion,weighted,51,8,gram,per 100g edible portion,weighted,146,68,milligram,per 100g edible portion,weighted,146,3.5,gram,per 100g edible portion,weighted,146,4.3,gram,per 100g edible portion,weighted,146,0.9,gram,per 100g edible portion,weighted,146,9,retinol equivalent,per 100g edible portion,weighted,51,9,retinol equivalent,per 100g edible portion,weighted,163,5,beta-carotene equivalent,per 100g edible portion,weighted,51,5,microgram,per 100g edible portion,weighted,163,0.18,milligram,per 100g edible portion,weighted,104,0.06,milligram,per 100g edible portion,weighted,104,0.61,milligram,per 100g edible portion,weighted,146,3.6,microgram,per 100g edible portion,weighted,160,1.2,milligram,per 100g edible portion,weighted,160,6,microgram,per 100g edible portion,weighted,81,0.57,milligram,per 100g edible portion,weighted,163,0,milligram,per 100g edible portion,weighted,51,2.9,microgram,per 100g edible portion,weighted,143,0.5,alpha-tocopherol equivalent,per 100g edible portion,weighted,163,63,milligram,per 100g edible portion,weighted,146,300,milligram,per 100g edible portion,weighted,146,79,milligram,per 100g edible portion,weighted,8,7.5,milligram,per 100g edible portion,weighted,146,24,milligram,per 100g edible portion,weighted,146,180,milligram,per 100g edible portion,weighted,146,1.8,milligram,per 100g edible portion,weighted,146,0.9,microgram,per 100g edible portion,weighted,88,2.2,milligram,per 100g edible portion,weighted,146,TRUE
19,4752,812060,"Lamm, Voressen, roh (Schweiz)",Ragout,"Agneau, ragoût, cru (Suisse)",,"Agnello, spezzatino, crudo (Svizzera)",,"Lamb, ragout, raw (Switzerland)",,"Fleisch und Innereien/Lamm, Schaf","Viande et abats/Agneau, mouton","Carne e frattaglie/Agnello, pecora","Meat and offal/Lamb, mutton",,650,kilojoule,per 100g edible portion,weighted,Computed value,155,kilocalorie,per 100g edible portion,weighted,Computed value,19.6,gram,per 100g edible portion,weighted,146,0,gram,per 100g edible portion,weighted,51,69.9,gram,per 100g edible portion,weighted,146,0,gram,per 100g edible portion,weighted,51,,,,,,0,gram,per 100g edible portion,weighted,51,0,gram,per 100g edible portion,weighted,51,8,gram,per 100g edible portion,weighted,146,66,milligram,per 100g edible portion,weighted,146,3.7,gram,per 100g edible portion,weighted,146,4.3,gram,per 100g edible portion,weighted,146,1,gram,per 100g edible portion,weighted,146,0,retinol equivalent,per 100g edible portion,weighted,51,0,retinol equivalent,per 100g edible portion,weighted,104,0,beta-carotene equivalent,per 100g edible portion,weighted,51,0,microgram,per 100g edible portion,weighted,104,0.18,milligram,per 100g edible portion,weighted,104,0.06,milligram,per 100g edible portion,weighted,104,0.36,milligram,per 100g edible portion,weighted,146,3.6,microgram,per 100g edible portion,weighted,160,,,,,,6,microgram,per 100g edible portion,weighted,81,0.57,milligram,per 100g edible portion,weighted,163,0,milligram,per 100g edible portion,weighted,51,6.1,microgram,per 100g edible portion,weighted,143,0.5,alpha-tocopherol equivalent,per 100g edible portion,weighted,163,60,milligram,per 100g edible portion,weighted,146,310,milligram,per 100g edible portion,weighted,146,75,milligram,per 100g edible portion,weighted,8,4.6,milligram,per 100g edible portion,weighted,146,18,milligram,per 100g edible portion,weighted,146,170,milligram,per 100g edible portion,weighted,146,1.3,milligram,per 100g edible portion,weighted,146,0.7,microgram,per 100g edible portion,weighted,88,4.3,milligram,per 100g edible portion,weighted,146,TRUE
1110,4026,,"Lamm/Schaf (Durchschnitt exkl. Innereien, Kotelett), roh",,"Agneau/mouton (moyenne sans abats ni côtelette), cru",,"Agnello (in media, senza interiora e cotoletta), cruda ",,"Lamb (average excluding offal, chop), raw",,"Fleisch und Innereien/Lamm, Schaf","Viande et abats/Agneau, mouton","Carne e frattaglie/Agnello, pecora","Meat and offal/Lamb, mutton",,570,kilojoule,per 100g edible portion,weighted,Computed value,135,kilocalorie,per 100g edible portion,weighted,Computed value,20.5,gram,per 100g edible portion,weighted,Computed value,0,gram,per 100g edible portion,weighted,Computed value,71.8,gram,per 100g edible portion,weighted,Computed value,0,gram,per 100g edible portion,weighted,Computed value,0,gram,per 100g edible portion,weighted,Computed value,0,gram,per 100g edible portion,weighted,Computed value,0,gram,per 100g edible portion,weighted,Computed value,6,gram,per 100g edible portion,weighted,Computed value,67,milligram,per 100g edible portion,weighted,Computed value,2.7,gram,per 100g edible portion,weighted,Computed value,3,gram,per 100g edible portion,weighted,Computed value,0.6,gram,per 100g edible portion,weighted,Computed value,7,retinol equivalent,per 100g edible portion,weighted,Computed value,7,retinol equivalent,per 100g edible portion,weighted,Computed value,4,beta-carotene equivalent,per 100g edible portion,weighted,Computed value,4,microgram,per 100g edible portion,weighted,Computed value,0.17,milligram,per 100g edible portion,weighted,Computed value,0.1,milligram,per 100g edible portion,weighted,Computed value,0.38,milligram,per 100g edible portion,weighted,Computed value,3.3,microgram,per 100g edible portion,weighted,Computed value,1.6,milligram,per 100g edible portion,weighted,Computed value,11,microgram,per 100g edible portion,weighted,Computed value,0.77,milligram,per 100g edible portion,weighted,Computed value,0,milligram,per 100g edible portion,weighted,Computed value,3.8,microgram,per 100g edible portion,weighted,Computed value,0.4,alpha-tocopherol equivalent,per 100g edible portion,weighted,Computed value,58,milligram,per 100g edible portion,weighted,Computed value,310,milligram,per 100g edible portion,weighted,Computed value,77,milligram,per 100g edible portion,weighted,Computed value,6.3,milligram,per 100g edible portion,weighted,Computed value,22,milligram,per 100g edible portion,weighted,Computed value,190,milligram,per 100g edible portion,weighted,Computed value,1.7,milligram,per 100g edible portion,weighted,Computed value,0.8,microgram,per 100g edible portion,weighted,Computed value,3.4,milligram,per 100g edible portion,weighted,Computed value,TRUE
441,4006,1000923,"Lattich, roh",,"Laitue, crue",,"Lattuga romana, cruda",,Romaine lettuce (cos lettuce),,Gemüse/Gemüse frisch,Légumes/Légumes frais,Verdure/Verdure fresche,Vegetables/Fresh vegetables,,70,kilojoule,per 100g edible portion,weighted,Computed value,20,kilocalorie,per 100g edible portion,weighted,Computed value,1.2,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,94.5,gram,per 100g edible portion,weighted,43,1,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,1.3,gram,per 100g edible portion,weighted,43,1.5,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,0,milligram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,0.2,gram,per 100g edible portion,weighted,43,210,retinol equivalent,per 100g edible portion,weighted,51,0,retinol equivalent,per 100g edible portion,weighted,51,2520,beta-carotene equivalent,per 100g edible portion,weighted,51,2520,microgram,per 100g edible portion,weighted,61,0.08,milligram,per 100g edible portion,weighted,43,0.07,milligram,per 100g edible portion,weighted,43,0.05,milligram,per 100g edible portion,weighted,43,0,microgram,per 100g edible portion,weighted,43,0.4,milligram,per 100g edible portion,weighted,43,84,microgram,per 100g edible portion,weighted,43,0.2,milligram,per 100g edible portion,weighted,43,8,milligram,per 100g edible portion,weighted,43,0,microgram,per 100g edible portion,weighted,43,0.5,alpha-tocopherol equivalent,per 100g edible portion,weighted,43,8,milligram,per 100g edible portion,weighted,43,230,milligram,per 100g edible portion,weighted,43,0,milligram,per 100g edible portion,weighted,22,37,milligram,per 100g edible portion,weighted,43,11,milligram,per 100g edible portion,weighted,43,24,milligram,per 100g edible portion,weighted,43,0.3,milligram,per 100g edible portion,weighted,43,3.3,microgram,per 100g edible portion,weighted,9,0,milligram,per 100g edible portion,weighted,22,TRUE
358,3827,1000821,"Lauch, roh",,"Poireau, cru",Poreau,"Porro, crudo",,"Leek, raw",,Gemüse/Gemüse frisch,Légumes/Légumes frais,Verdure/Verdure fresche,Vegetables/Fresh vegetables,,130,kilojoule,per 100g edible portion,weighted,Computed value,30,kilocalorie,per 100g edible portion,weighted,Computed value,1.6,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,90.5,gram,per 100g edible portion,weighted,43,4,gram,per 100g edible portion,weighted,43,0.2,gram,per 100g edible portion,weighted,43,3.5,gram,per 100g edible portion,weighted,43,2.8,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,0,milligram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,0.2,gram,per 100g edible portion,weighted,43,7,retinol equivalent,per 100g edible portion,weighted,51,0,retinol equivalent,per 100g edible portion,weighted,51,87,beta-carotene equivalent,per 100g edible portion,weighted,51,69,microgram,per 100g edible portion,weighted,89,0.07,milligram,per 100g edible portion,weighted,43,0.04,milligram,per 100g edible portion,weighted,43,0.3,milligram,per 100g edible portion,weighted,43,0,microgram,per 100g edible portion,weighted,43,0.4,milligram,per 100g edible portion,weighted,43,96,microgram,per 100g edible portion,weighted,43,0.1,milligram,per 100g edible portion,weighted,43,18,milligram,per 100g edible portion,weighted,43,0,microgram,per 100g edible portion,weighted,43,0.73,alpha-tocopherol equivalent,per 100g edible portion,weighted,43,12,milligram,per 100g edible portion,weighted,43,260,milligram,per 100g edible portion,weighted,43,24,milligram,per 100g edible portion,weighted,36,31,milligram,per 100g edible portion,weighted,43,11,milligram,per 100g edible portion,weighted,43,35,milligram,per 100g edible portion,weighted,43,0.9,milligram,per 100g edible portion,weighted,43,8.6,microgram,per 100g edible portion,weighted,36,0.3,milligram,per 100g edible portion,weighted,36,TRUE
10377,,,"Leber (Durchschnitt aus Rind, Kalb, Schwein, Geflügel), roh",,"Foie (moyenne de veau, boeuf, porc, poulet), cru",,"Fegato (media di vitello, manzo, maiale, pollo), crudo",,"Liver (average of beef, veal, pork, poultry), raw",,Fleisch und Innereien/Geflügel;Fleisch und Innereien/Kalb;Fleisch und Innereien/Rind;Fleisch und Innereien/Schwein,Viande et abats/Volaille;Viande et abats/Veau;Viande et abats/Bœuf;Viande et abats/Porc,Carne e frattaglie/Pollame;Carne e frattaglie/Vitello;Carne e frattaglie/Manzo;Carne e frattaglie/Maiale,Meat and offal/Poultry;Meat and offal/Veal;Meat and offal/Beef;Meat and offal/Pork,,940,kilojoule,per 100g edible portion,weighted,Computed value,230,kilocalorie,per 100g edible portion,weighted,Computed value,17.8,gram,per 100g edible portion,weighted,Computed value,0,gram,per 100g edible portion,weighted,Computed value,62.7,gram,per 100g edible portion,weighted,Computed value,3,gram,per 100g edible portion,weighted,Computed value,0.2,gram,per 100g edible portion,weighted,Computed value,0.5,gram,per 100g edible portion,weighted,Computed value,0.1,gram,per 100g edible portion,weighted,Computed value,16,gram,per 100g edible portion,weighted,Computed value,212,milligram,per 100g edible portion,weighted,Computed value,0.4,gram,per 100g edible portion,weighted,Computed value,6.8,gram,per 100g edible portion,weighted,Computed value,0.7,gram,per 100g edible portion,weighted,Computed value,5420,retinol equivalent,per 100g edible portion,weighted,Computed value,5400,retinol equivalent,per 100g edible portion,weighted,Computed value,224,beta-carotene equivalent,per 100g edible portion,weighted,Computed value,,,,,,0.17,milligram,per 100g edible portion,weighted,Computed value,1.7,milligram,per 100g edible portion,weighted,Computed value,0.46,milligram,per 100g edible portion,weighted,Computed value,33,microgram,per 100g edible portion,weighted,Computed value,9,milligram,per 100g edible portion,weighted,Computed value,120,microgram,per 100g edible portion,weighted,Computed value,4.4,milligram,per 100g edible portion,weighted,Computed value,13.8,milligram,per 100g edible portion,weighted,Computed value,0.4,microgram,per 100g edible portion,weighted,Computed value,0.32,alpha-tocopherol equivalent,per 100g edible portion,weighted,Computed value,73,milligram,per 100g edible portion,weighted,Computed value,190,milligram,per 100g edible portion,weighted,Computed value,50,milligram,per 100g edible portion,weighted,Computed value,4.7,milligram,per 100g edible portion,weighted,Computed value,12,milligram,per 100g edible portion,weighted,Computed value,220,milligram,per 100g edible portion,weighted,Computed value,6.5,milligram,per 100g edible portion,weighted,Computed value,6.3,microgram,per 100g edible portion,weighted,Computed value,3.1,milligram,per 100g edible portion,weighted,Computed value,TRUE
432,4426,1000906,"Mais, roh",Zuckermais;Gemüsemais,"Maïs doux, cru",Mais sucré,"Mais dolce, crudo",Granturco,"Sweet corn, raw",,Gemüse/Gemüse frisch,Légumes/Légumes frais,Verdure/Verdure fresche,Vegetables/Fresh vegetables,,390,kilojoule,per 100g edible portion,weighted,Computed value,95,kilocalorie,per 100g edible portion,weighted,Computed value,3.3,gram,per 100g edible portion,weighted,36,0,gram,per 100g edible portion,weighted,36,74.7,gram,per 100g edible portion,weighted,36,16,gram,per 100g edible portion,weighted,36,12.3,gram,per 100g edible portion,weighted,36,3.4,gram,per 100g edible portion,weighted,36,2.8,gram,per 100g edible portion,weighted,9,1,gram,per 100g edible portion,weighted,36,0,milligram,per 100g edible portion,weighted,9,0.3,gram,per 100g edible portion,weighted,9,0.2,gram,per 100g edible portion,weighted,9,0.5,gram,per 100g edible portion,weighted,9,9,retinol equivalent,per 100g edible portion,weighted,51,0,retinol equivalent,per 100g edible portion,weighted,51,113,beta-carotene equivalent,per 100g edible portion,weighted,51,47,microgram,per 100g edible portion,weighted,156,0.15,milligram,per 100g edible portion,weighted,36,0.12,milligram,per 100g edible portion,weighted,36,0.22,milligram,per 100g edible portion,weighted,36,0,microgram,per 100g edible portion,weighted,9,1.7,milligram,per 100g edible portion,weighted,36,43,microgram,per 100g edible portion,weighted,36,0.89,milligram,per 100g edible portion,weighted,36,12,milligram,per 100g edible portion,weighted,36,0,microgram,per 100g edible portion,weighted,9,0.1,alpha-tocopherol equivalent,per 100g edible portion,weighted,36,0.3,milligram,per 100g edible portion,weighted,36,290,milligram,per 100g edible portion,weighted,36,7.3,milligram,per 100g edible portion,weighted,36,2.2,milligram,per 100g edible portion,weighted,36,27,milligram,per 100g edible portion,weighted,36,83,milligram,per 100g edible portion,weighted,36,0.4,milligram,per 100g edible portion,weighted,36,3.3,microgram,per 100g edible portion,weighted,36,0.6,milligram,per 100g edible portion,weighted,36,TRUE
397,4564,1000860,"Mandarine, roh",,"Mandarine, crue",,"Mandarino, crudo",,"Mandarin, fresh",,Früchte/Früchte frisch,Fruits/Fruits frais,Frutta/Frutta fresca,Fruit/Fresh fruit,,200,kilojoule,per 100g edible portion,weighted,Computed value,50,kilocalorie,per 100g edible portion,weighted,Computed value,0.7,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,86.9,gram,per 100g edible portion,weighted,43,10,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,10,gram,per 100g edible portion,weighted,43,1.4,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,0,milligram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,16,retinol equivalent,per 100g edible portion,weighted,51,0,retinol equivalent,per 100g edible portion,weighted,51,192,beta-carotene equivalent,per 100g edible portion,weighted,51,162,microgram,per 100g edible portion,weighted,149,0.08,milligram,per 100g edible portion,weighted,43,0.04,milligram,per 100g edible portion,weighted,43,0.04,milligram,per 100g edible portion,weighted,43,0,microgram,per 100g edible portion,weighted,43,0.3,milligram,per 100g edible portion,weighted,43,26,microgram,per 100g edible portion,weighted,43,0.2,milligram,per 100g edible portion,weighted,43,41,milligram,per 100g edible portion,weighted,43,0,microgram,per 100g edible portion,weighted,43,0.55,alpha-tocopherol equivalent,per 100g edible portion,weighted,43,3,milligram,per 100g edible portion,weighted,43,140,milligram,per 100g edible portion,weighted,43,4,milligram,per 100g edible portion,weighted,36,33,milligram,per 100g edible portion,weighted,43,11,milligram,per 100g edible portion,weighted,43,15,milligram,per 100g edible portion,weighted,43,0.4,milligram,per 100g edible portion,weighted,43,0.8,microgram,per 100g edible portion,weighted,36,0.1,milligram,per 100g edible portion,weighted,36,TRUE
396,4562,1000859,"Mango, roh",,"Mangue, crue",,"Mango, crudo",,"Mango, fresh",,Früchte/Früchte frisch,Fruits/Fruits frais,Frutta/Frutta fresca,Fruit/Fresh fruit,,270,kilojoule,per 100g edible portion,weighted,Computed value,65,kilocalorie,per 100g edible portion,weighted,Computed value,0.6,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,83,gram,per 100g edible portion,weighted,43,13,gram,per 100g edible portion,weighted,43,0.3,gram,per 100g edible portion,weighted,43,13.1,gram,per 100g edible portion,weighted,43,2.3,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,0,milligram,per 100g edible portion,weighted,43,0.1,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,195,retinol equivalent,per 100g edible portion,weighted,51,0,retinol equivalent,per 100g edible portion,weighted,51,2340,beta-carotene equivalent,per 100g edible portion,weighted,51,2300,microgram,per 100g edible portion,weighted,164,0.03,milligram,per 100g edible portion,weighted,43,0.05,milligram,per 100g edible portion,weighted,43,0.08,milligram,per 100g edible portion,weighted,43,0,microgram,per 100g edible portion,weighted,43,0.4,milligram,per 100g edible portion,weighted,43,51,microgram,per 100g edible portion,weighted,43,0.2,milligram,per 100g edible portion,weighted,43,44,milligram,per 100g edible portion,weighted,43,0,microgram,per 100g edible portion,weighted,43,1.8,alpha-tocopherol equivalent,per 100g edible portion,weighted,43,2,milligram,per 100g edible portion,weighted,43,150,milligram,per 100g edible portion,weighted,43,5,milligram,per 100g edible portion,weighted,9,20,milligram,per 100g edible portion,weighted,43,9,milligram,per 100g edible portion,weighted,43,22,milligram,per 100g edible portion,weighted,43,1.2,milligram,per 100g edible portion,weighted,43,1,microgram,per 100g edible portion,weighted,9,0.1,milligram,per 100g edible portion,weighted,36,TRUE
450,4351,1000929,"Mangold, roh",Krautstiel,"Bette, crue",Côte de bette,"Bietola da coste, cruda",,"Swiss chard, raw",,Gemüse/Gemüse frisch,Légumes/Légumes frais,Verdure/Verdure fresche,Vegetables/Fresh vegetables,,100,kilojoule,per 100g edible portion,weighted,Computed value,25,kilocalorie,per 100g edible portion,weighted,Computed value,2.1,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,92.4,gram,per 100g edible portion,weighted,43,3,gram,per 100g edible portion,weighted,43,2.2,gram,per 100g edible portion,weighted,43,0.5,gram,per 100g edible portion,weighted,43,1,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,0,milligram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,242,retinol equivalent,per 100g edible portion,weighted,51,0,retinol equivalent,per 100g edible portion,weighted,51,2900,beta-carotene equivalent,per 100g edible portion,weighted,51,2900,microgram,per 100g edible portion,weighted,75,0.07,milligram,per 100g edible portion,weighted,43,0.13,milligram,per 100g edible portion,weighted,43,0.1,milligram,per 100g edible portion,weighted,43,0,microgram,per 100g edible portion,weighted,43,0.4,milligram,per 100g edible portion,weighted,43,22,microgram,per 100g edible portion,weighted,43,0.2,milligram,per 100g edible portion,weighted,43,35,milligram,per 100g edible portion,weighted,43,0,microgram,per 100g edible portion,weighted,43,0.03,alpha-tocopherol equivalent,per 100g edible portion,weighted,43,170,milligram,per 100g edible portion,weighted,43,380,milligram,per 100g edible portion,weighted,43,100,milligram,per 100g edible portion,weighted,9,80,milligram,per 100g edible portion,weighted,43,81,milligram,per 100g edible portion,weighted,43,43,milligram,per 100g edible portion,weighted,43,2.3,milligram,per 100g edible portion,weighted,43,1,microgram,per 100g edible portion,weighted,9,0.3,milligram,per 100g edible portion,weighted,36,TRUE
761,4397,1001405,"Miesmuschel, roh",,"Moule, crue",,"Cozze, crude",,"Molluscs, blue mussel, raw",,"Fisch/Meeresfrüchte, Krusten- und Schalentiere",Poisson/Fruits de mer et crustacés,Pesce/Frutti di mare e crostacei,"Fish/Seafood, crustaceans and shellfish",,360,kilojoule,per 100g edible portion,weighted,Computed value,85,kilocalorie,per 100g edible portion,weighted,Computed value,11.7,gram,per 100g edible portion,weighted,5,0,gram,per 100g edible portion,weighted,5,82.1,gram,per 100g edible portion,weighted,5,3,gram,per 100g edible portion,weighted,5,0,gram,per 100g edible portion,weighted,51,0,gram,per 100g edible portion,weighted,5,0,gram,per 100g edible portion,weighted,5,3,gram,per 100g edible portion,weighted,5,108,milligram,per 100g edible portion,weighted,5,0.6,gram,per 100g edible portion,weighted,5,0.5,gram,per 100g edible portion,weighted,5,0.6,gram,per 100g edible portion,weighted,5,84,retinol equivalent,per 100g edible portion,weighted,51,84,retinol equivalent,per 100g edible portion,weighted,145,0,beta-carotene equivalent,per 100g edible portion,weighted,51,0,microgram,per 100g edible portion,weighted,51,0.12,milligram,per 100g edible portion,weighted,5,0.16,milligram,per 100g edible portion,weighted,5,0.08,milligram,per 100g edible portion,weighted,5,8,microgram,per 100g edible portion,weighted,9,1.6,milligram,per 100g edible portion,weighted,5,37,microgram,per 100g edible portion,weighted,5,0.29,milligram,per 100g edible portion,weighted,9,0,milligram,per 100g edible portion,weighted,5,0,microgram,per 100g edible portion,weighted,5,1.1,alpha-tocopherol equivalent,per 100g edible portion,weighted,5,290,milligram,per 100g edible portion,weighted,5,320,milligram,per 100g edible portion,weighted,5,460,milligram,per 100g edible portion,weighted,9,88,milligram,per 100g edible portion,weighted,5,36,milligram,per 100g edible portion,weighted,9,240,milligram,per 100g edible portion,weighted,5,5.8,milligram,per 100g edible portion,weighted,5,130,microgram,per 100g edible portion,weighted,9,1.6,milligram,per 100g edible portion,weighted,5,TRUE
403,4566,1000867,"Mirabelle, roh",,"Mirabelle, crue",,"Prugne Mirabelle, cruda",,"Yellow plum, fresh",,Früchte/Früchte frisch,Fruits/Fruits frais,Frutta/Frutta fresca,Fruit/Fresh fruit,,250,kilojoule,per 100g edible portion,weighted,Computed value,60,kilocalorie,per 100g edible portion,weighted,Computed value,0.7,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,82.7,gram,per 100g edible portion,weighted,43,12,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,12,gram,per 100g edible portion,weighted,43,2.3,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,0,milligram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,21,retinol equivalent,per 100g edible portion,weighted,51,0,retinol equivalent,per 100g edible portion,weighted,51,254,beta-carotene equivalent,per 100g edible portion,weighted,51,180,microgram,per 100g edible portion,weighted,121,0.06,milligram,per 100g edible portion,weighted,43,0.04,milligram,per 100g edible portion,weighted,43,0.05,milligram,per 100g edible portion,weighted,43,0,microgram,per 100g edible portion,weighted,43,0.5,milligram,per 100g edible portion,weighted,43,10,microgram,per 100g edible portion,weighted,43,0.2,milligram,per 100g edible portion,weighted,43,7,milligram,per 100g edible portion,weighted,43,0,microgram,per 100g edible portion,weighted,43,0.5,alpha-tocopherol equivalent,per 100g edible portion,weighted,43,0,milligram,per 100g edible portion,weighted,43,230,milligram,per 100g edible portion,weighted,43,3,milligram,per 100g edible portion,weighted,9,12,milligram,per 100g edible portion,weighted,43,15,milligram,per 100g edible portion,weighted,43,33,milligram,per 100g edible portion,weighted,43,0.5,milligram,per 100g edible portion,weighted,43,1,microgram,per 100g edible portion,weighted,9,0.1,milligram,per 100g edible portion,weighted,9,TRUE
457,4418,1000938,"Morchel, roh",,"Morille, crue",,"Spugnole, crude",,"Morel, fresh",,Gemüse/Pilze,Légumes/Champignons,Verdure/Funghi,Vegetables/Mushrooms,,110,kilojoule,per 100g edible portion,weighted,Computed value,30,kilocalorie,per 100g edible portion,weighted,Computed value,1.7,gram,per 100g edible portion,weighted,36,0,gram,per 100g edible portion,weighted,36,90,gram,per 100g edible portion,weighted,36,1,gram,per 100g edible portion,weighted,9,0,gram,per 100g edible portion,weighted,9,0.1,gram,per 100g edible portion,weighted,9,7,gram,per 100g edible portion,weighted,36,0,gram,per 100g edible portion,weighted,36,0,milligram,per 100g edible portion,weighted,9,0,gram,per 100g edible portion,weighted,9,0.1,gram,per 100g edible portion,weighted,9,0.2,gram,per 100g edible portion,weighted,9,0,retinol equivalent,per 100g edible portion,weighted,51,0,retinol equivalent,per 100g edible portion,weighted,51,0,beta-carotene equivalent,per 100g edible portion,weighted,81,0,microgram,per 100g edible portion,weighted,51,0.13,milligram,per 100g edible portion,weighted,36,0.06,milligram,per 100g edible portion,weighted,36,0.05,milligram,per 100g edible portion,weighted,9,0,microgram,per 100g edible portion,weighted,9,5,milligram,per 100g edible portion,weighted,9,25,microgram,per 100g edible portion,weighted,36,2.5,milligram,per 100g edible portion,weighted,9,5,milligram,per 100g edible portion,weighted,9,3.1,microgram,per 100g edible portion,weighted,36,0.19,alpha-tocopherol equivalent,per 100g edible portion,weighted,36,2,milligram,per 100g edible portion,weighted,36,390,milligram,per 100g edible portion,weighted,36,8,milligram,per 100g edible portion,weighted,36,11,milligram,per 100g edible portion,weighted,36,16,milligram,per 100g edible portion,weighted,36,160,milligram,per 100g edible portion,weighted,36,1.2,milligram,per 100g edible portion,weighted,36,10,microgram,per 100g edible portion,weighted,9,0.5,milligram,per 100g edible portion,weighted,9,TRUE
